"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value.Ad","Chrom.No","start","end","strand","gene_name","description"
7103,246.1403914,369.3942604,0.585820867,1,"V",10322544,10332019,0,"crm-1","Caenorhabditis elegans Protein CRM-1, isoform e (B0024.18) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026172]"
7104,0.749147663,1.09810574,0.699559424,1,"V",10290026,10291662,0,"B0024.15","Caenorhabditis elegans Protein B0024.15 (B0024.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_171528]"
7105,15212.04654,11062.49365,-0.459907754,1,"IV",11310978,11312314,0,"B0035.1","Caenorhabditis elegans Protein B0035.1, isoform b. [Source:RefSeq mRNA;Acc:NM_069723]"
7106,7303.353161,5822.079423,-0.327542827,1,"IV",11314193,11314945,0,"B0035.3","Caenorhabditis elegans Protein B0035.3 (B0035.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069726]"
7107,7421.997494,5495.867427,-0.434123094,1,"IV",11315186,11315689,0,"pfd-4","Caenorhabditis elegans Protein PFD-4 (pfd-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069727]"
7108,3545.150068,3246.905526,-0.125786591,1,"IV",11317399,11319755,0,"gspd-1","Caenorhabditis elegans Protein GSPD-1 (gspd-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069728]"
7109,5457.120669,6816.809985,0.320059406,1,"IV",11320784,11323318,0,"B0035.6","Caenorhabditis elegans Protein B0035.6 (B0035.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069729]"
7110,4886.291611,4433.194181,-0.139756533,1,"IV",11327744,11329347,0,"leo-1","Caenorhabditis elegans Protein B0035.11 (B0035.11) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069734]"
7111,6234.642362,6064.072074,-0.039209495,1,"IV",11329742,11332849,0,"B0035.12","Caenorhabditis elegans Protein B0035.12 (B0035.12) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069735]"
7112,1857.58136,1694.889618,-0.132976848,1,"IV",11304809,11306681,0,"B0035.13","Caenorhabditis elegans Protein B0035.13 (B0035.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069722]"
7113,1473.868097,1284.556377,-0.194825399,1,"IV",11297067,11298226,0,"B0035.15","Caenorhabditis elegans Protein B0035.15 (B0035.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069720]"
7114,797.9525494,772.7991734,-0.042376702,1,"IV",11295127,11296859,0,"mttu-1","Caenorhabditis elegans Protein B0035.16 (B0035.16) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069719]"
7115,63.06571837,62.8673893,0.003878573,1,"X",12028872,12031429,0,"B0198.2","Caenorhabditis elegans Protein B0198.2, isoform b. [Source:RefSeq mRNA;Acc:NM_001270253]"
7116,66.14997843,100.16479,0.601399963,1,"X",12042891,12049260,0,"B0198.3","Caenorhabditis elegans Protein B0198.3, isoform a. [Source:RefSeq mRNA;Acc:NM_001270255]"
7117,0.299928361,0,-3.109633651,1,"V",11733715,11736950,0,"spe-42","Caenorhabditis elegans Protein SPE-42 (spe-42) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_182413]"
7118,8832.279084,8546.152266,-0.047918112,1,"V",11731298,11733452,0,"npp-22","Caenorhabditis elegans Protein NPP-22 (npp-22) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073561]"
7119,6.524080349,18.78263194,1.498888284,0.651332648,"V",20476854,20478888,0,"calf-1","Caenorhabditis elegans Protein CALF-1 (calf-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075538]"
7121,34.70313878,41.54319866,0.312678694,1,"V",20458623,20464455,0,"B0250.4",""
7122,4926.995321,3473.775443,-0.504993575,1,"V",20493900,20497140,0,"B0250.5","Caenorhabditis elegans Protein B0250.5 (B0250.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075542]"
7125,12.70941219,19.1794983,0.633599486,1,"V",20469863,20470454,0,"B0250.8","Caenorhabditis elegans Protein B0250.8 (B0250.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075536]"
7126,53.94806015,106.7270337,0.953409115,0.905602316,"V",20480866,20485341,0,"dhcr-7","Caenorhabditis elegans Protein DHCR-7 (dhcr-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075540]"
7128,446.1562688,326.9534522,-0.457527744,1,"X",9440339,9441505,0,"memb-1","Caenorhabditis elegans Protein MEMB-1 (memb-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077185]"
7129,3429.366067,2824.872254,-0.281239241,1,"X",9431374,9432565,0,"B0272.3","Caenorhabditis elegans Protein B0272.3 (B0272.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077183]"
7130,400.4292927,243.7412648,-0.715753576,1,"X",9428379,9430171,0,"B0272.4","Caenorhabditis elegans Protein B0272.4 (B0272.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077182]"
7131,1.026981867,45.3794862,5.544198159,4.01e-06,"III",4376475,4378805,0,"B0284.1","Caenorhabditis elegans Protein B0284.1 (B0284.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065481]"
7132,1.92676695,14.02681597,2.87400817,0.098085881,"III",4381711,4383989,0,"B0284.2","Caenorhabditis elegans Protein B0284.2 (B0284.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065483]"
7133,145.0857339,154.2052602,0.079432235,1,"III",4379460,4381013,0,"B0284.3","Caenorhabditis elegans Protein B0284.3 (B0284.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065482]"
7134,0,0.422413007,3.616741747,1,"III",4384759,4387729,0,"B0284.4","Caenorhabditis elegans Protein B0284.4 (B0284.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065484]"
7135,5089.159483,4321.848368,-0.235499618,1,"III",4333369,4340205,0,"cdk-12","Caenorhabditis elegans Protein CDK-12, isoform b (cdk-12) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001267985]"
7136,420.9563262,444.7577326,0.088895585,1,"III",4342052,4343166,0,"B0285.3","Caenorhabditis elegans Protein B0285.3 (B0285.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065473]"
7137,2297.051408,1775.31248,-0.373401846,1,"III",4343433,4345044,0,"B0285.4","Caenorhabditis elegans Protein B0285.4 (B0285.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065474]"
7138,6.691443763,10.23496124,0.574635628,1,"III",4352218,4355860,0,"B0285.6","Caenorhabditis elegans Protein B0285.6 (B0285.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065476]"
7139,65.18931453,304.9746549,2.198238541,4.72e-11,"III",4356656,4364565,0,"mnp-1","Caenorhabditis elegans Protein MNP-1 (mnp-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065477]"
7140,37.25995323,127.8262805,1.772911376,0.003556306,"V",9654733,9657925,0,"cyp-29A4","Caenorhabditis elegans Protein CYP-29A4 (cyp-29A4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073089]"
7141,0,3.878780958,6.737659105,0.345955951,"V",9658970,9661589,0,"pitr-4","Caenorhabditis elegans Protein PITR-4 (pitr-4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073090]"
7142,1697.816158,2419.006423,0.508693257,1,"II",11485570,11486683,0,"ttr-18","Caenorhabditis elegans Protein TTR-18 (ttr-18) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064052]"
7143,13451.15029,12115.78902,-0.151138976,1,"II",11489644,11492899,0,"B0334.3","Caenorhabditis elegans Protein B0334.3, isoform a. [Source:RefSeq mRNA;Acc:NM_064053]"
7144,5586.690403,4650.746998,-0.265287908,1,"II",11495639,11496417,0,"B0334.4","Caenorhabditis elegans Protein B0334.4 (B0334.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064056]"
7145,4640.009731,4258.396372,-0.125140264,1,"II",11497601,11499408,0,"B0334.5","Caenorhabditis elegans Protein B0334.5 (B0334.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064057]"
7146,11.29412533,31.19297909,1.463356929,0.352453238,"II",11510611,11513639,0,"B0334.6","Caenorhabditis elegans Protein B0334.6 (B0334.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064058]"
7148,1.111336813,0.337846367,-1.793657881,1,"II",11518424,11519507,0,"B0334.10","Caenorhabditis elegans Protein B0334.10 (B0334.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064060]"
7149,2.58888446,6.635428736,1.246664641,1,"II",11488274,11489469,0,"B0334.13","Caenorhabditis elegans Protein B0334.13 (B0334.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026723]"
7150,23762.8792,24515.73991,0.044990131,1,"V",13116493,13120025,0,"acly-2","Caenorhabditis elegans Protein ACLY-2 (acly-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073866]"
7152,84.89543151,58.25111583,-0.553250868,1,"V",13132004,13134823,0,"clec-225","Caenorhabditis elegans Protein CLEC-225, isoform b (clec-225) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026179]"
7153,2473.721124,2325.222346,-0.091784524,1,"V",13135930,13138044,0,"clec-41","Caenorhabditis elegans Protein CLEC-41 (clec-41) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073870]"
7154,0.577762564,1.321115866,1.146073221,1,"V",13138966,13150276,0,"dhc-3","Caenorhabditis elegans Protein DHC-3 (dhc-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073871]"
7155,545.3592457,619.9694194,0.187427541,1,"I",10074998,10077614,0,"B0379.1","Caenorhabditis elegans Protein B0379.1, isoform a (B0379.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001264363]"
7156,11.14885607,4.627236709,-1.183733663,1,"I",10070912,10071775,0,"B0379.2","Caenorhabditis elegans Protein B0379.2 (B0379.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060255]"
7159,67.32954794,36.5596496,-0.844824256,1,"I",10072614,10074018,0,"B0379.7","Caenorhabditis elegans Protein B0379.7 (B0379.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_170916]"
7161,0.299928361,0,-3.109633651,1,"V",15614918,15617592,0,"B0391.3","Caenorhabditis elegans Protein B0391.3 (B0391.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074482]"
7162,453.1054885,600.5674225,0.402737321,1,"V",15605711,15610361,0,"fbxa-153","Caenorhabditis elegans Protein FBXA-153 (fbxa-153) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074480]"
7163,0.277834203,1.025342722,1.702040525,1,"V",15602896,15605035,0,"fbxa-154","Caenorhabditis elegans Protein FBXA-154 (fbxa-154) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026180]"
7164,3.187394704,1.56259197,-1.025000404,1,"V",15593443,15593780,0,"fbxa-139","Caenorhabditis elegans Protein FBXA-139 (fbxa-139) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074475]"
7165,27.42991077,51.21174195,0.949507446,1,"V",15591741,15592070,0,"B0391.10",""
7166,0,0.687496356,4.181516159,1,"V",15600381,15602326,0,"fbxa-152","Caenorhabditis elegans Protein FBXA-152, isoform a. [Source:RefSeq mRNA;Acc:NM_074477]"
7167,10730.46698,10427.90983,-0.040925781,1,"III",4754584,4756745,0,"rbg-3","Caenorhabditis elegans Protein RBG-3 (rbg-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065578]"
7168,10978.53768,11116.20278,0.017439091,1,"III",4757270,4759509,0,"B0393.3","Caenorhabditis elegans Protein B0393.3 (B0393.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065579]"
7169,5.136255812,8.932731551,0.75632656,1,"III",4759768,4763493,0,"B0393.4","Caenorhabditis elegans Protein B0393.4 (B0393.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065580]"
7170,29.67198559,21.80798513,-0.377044765,1,"III",4765798,4776056,0,"B0393.5","Caenorhabditis elegans Protein B0393.5 (B0393.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065581]"
7171,7190.624174,5055.335753,-0.509162545,1,"III",4780404,4781946,0,"B0393.6","Caenorhabditis elegans Protein B0393.6 (B0393.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065583]"
7172,0.577762564,5.121992539,3.028700778,0.645797038,"III",4776298,4778021,0,"B0393.7","Caenorhabditis elegans Protein B0393.7 (B0393.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065582]"
7173,163.1295923,165.1554644,-0.000405245,1,"III",4751843,4752335,0,"B0393.8","Caenorhabditis elegans Protein VB0393L.2 (VB0393L.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065575]"
7174,8.130171259,11.70396463,0.543094151,1,"X",16030750,16034605,0,"mboa-1","Caenorhabditis elegans Protein MBOA-1 (mboa-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078222]"
7175,3178.336874,2299.519711,-0.467193974,1,"X",16035152,16039153,0,"B0395.3","Caenorhabditis elegans Protein B0395.3 (B0395.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078223]"
7176,706.7923817,553.6825258,-0.354521646,1,"V",19565361,19605858,0,"kcnl-1","Caenorhabditis elegans Protein KCNL-1, isoform a (kcnl-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075399]"
7177,0,0.337846367,3.189878435,1,"V",19551017,19555817,0,"oac-1","Caenorhabditis elegans Protein OAC-1 (oac-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075398]"
7178,235.8169916,280.0789044,0.257654186,1,"II",8924662,8926485,0,"B0457.2","Caenorhabditis elegans Protein B0457.2 (B0457.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063496]"
7179,1.198366966,0.886899237,-0.294836062,1,"II",8910954,8911968,0,"B0457.4","Caenorhabditis elegans Protein B0457.4 (B0457.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063495]"
7180,484.6441288,614.2503478,0.335133483,1,"II",8922390,8924225,0,"B0457.6","Caenorhabditis elegans Protein B0457.6 (B0457.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026727]"
7181,0,3.697844055,6.649117521,0.359305381,"V",18325007,18328763,0,"B0462.1",""
7182,1.560556115,10.32855172,2.705379051,0.333885464,"V",18318588,18319716,0,"fbxb-119","Caenorhabditis elegans Protein FBXB-119 (fbxb-119) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075185]"
7183,0.277834203,2.400335433,2.885871679,1,"V",18329084,18331149,0,"B0462.4","Caenorhabditis elegans Protein B0462.4 (B0462.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026181]"
7184,4254.588975,4541.818941,0.09466189,1,"III",9491220,9496787,0,"ctr-9","Caenorhabditis elegans Protein B0464.2, isoform b. [Source:RefSeq mRNA;Acc:NM_001268070]"
7185,867.8308831,810.8194305,-0.10319985,1,"III",9488649,9489001,0,"nlp-36","Caenorhabditis elegans Protein NLP-36 (nlp-36) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066687]"
7186,11562.06905,10415.2496,-0.150735603,1,"III",9463037,9465386,0,"B0464.6","Caenorhabditis elegans Protein B0464.6 (B0464.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066682]"
7187,2456.033412,2187.612206,-0.16436347,1,"III",9468073,9469739,0,"tag-342","Caenorhabditis elegans Protein TAG-342 (tag-342) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066685]"
7188,2640.17818,2344.919265,-0.173335362,1,"III",9465689,9466978,0,"B0464.9","Caenorhabditis elegans Protein B0464.9 (B0464.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_066683]"
7189,2469.406486,2402.204242,-0.041783204,1,"II",11348428,11349882,0,"B0491.1","Caenorhabditis elegans Protein B0491.1 (B0491.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064025]"
7190,51.78484785,22.70626779,-1.148330994,1,"II",11338486,11339518,0,"rmd-3","Caenorhabditis elegans Protein RMD-3 (rmd-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064021]"
7191,7.252462583,17.81824861,1.392257383,0.926574798,"II",11340227,11343466,0,"lgc-20","Caenorhabditis elegans Protein LGC-20 (lgc-20) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064022]"
7192,12669.20127,10568.01959,-0.262099794,1,"II",11343804,11345551,0,"B0491.5","Caenorhabditis elegans Protein B0491.5 (B0491.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064023]"
7193,1780.827921,1510.366894,-0.235447647,1,"II",11345990,11347731,0,"B0491.6","Caenorhabditis elegans Protein B0491.6, isoform b (B0491.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129102]"
7194,1777.483938,1053.82163,-0.750986461,0.593263574,"II",11350128,11351160,0,"B0491.7","Caenorhabditis elegans Protein B0491.7 (B0491.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064026]"
7195,3136.970341,2391.432514,-0.390633845,1,"IV",13882709,13884019,0,"B0513.2","Caenorhabditis elegans Protein B0513.2, isoform a. [Source:RefSeq mRNA;Acc:NM_001268836]"
7196,8947.06038,6377.638015,-0.489100569,1,"IV",13880131,13881461,0,"B0513.4","Caenorhabditis elegans Protein B0513.4, isoform a. [Source:RefSeq mRNA;Acc:NM_001268832]"
7197,515.1761708,448.0140132,-0.191520683,1,"IV",13868763,13876580,0,"B0513.5","Caenorhabditis elegans Protein B0513.5 (B0513.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070268]"
7198,6.268340304,9.674104752,0.58348076,1,"IV",13854330,13857326,0,"B0513.6",""
7200,50.66493492,79.91037494,0.648276544,1,"IV",13860424,13865171,0,"vamp-8","Caenorhabditis elegans Protein VAMP-8, isoform b (vamp-8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001047440]"
7201,1428.531439,1294.332886,-0.145983679,1,"IV",13099503,13100495,0,"exos-4.1","Caenorhabditis elegans Protein EXOS-4.1, isoform a (exos-4.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026103]"
7202,1526.440567,1552.347901,0.020935542,1,"IV",13107635,13111415,0,"B0564.2","Caenorhabditis elegans Protein B0564.2 (B0564.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070121]"
7203,12.25749993,20.47144358,0.728376099,1,"IV",13108231,13109736,0,"best-1","Caenorhabditis elegans Protein BEST-1 (best-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070122]"
7204,0.727053506,2.261891948,1.70895095,1,"IV",13111496,13113058,0,"best-2","Caenorhabditis elegans Protein BEST-2 (best-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070123]"
7206,45.18725538,43.53098342,-0.047091744,1,"IV",13129628,13133206,0,"B0564.6","Caenorhabditis elegans Protein B0564.6 (B0564.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070126]"
7207,2981.753495,2554.105975,-0.222280444,1,"IV",13100692,13104491,0,"B0564.7","Caenorhabditis elegans Protein B0564.7 (B0564.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070120]"
7208,41.6363073,49.21105078,0.249925685,1,"IV",13135220,13138798,0,"B0564.9","Caenorhabditis elegans Protein B0564.6 (B0564.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_070126]"
7209,4.363667512,6.401455378,0.658853365,1,"III",12787578,12789349,0,"BE10.1","Caenorhabditis elegans Protein BE10.1 (BE10.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067262]"
7210,4.214376571,9.788940993,1.162094159,1,"III",12793397,12798018,0,"agmo-1","Caenorhabditis elegans Protein AGMO-1 (agmo-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067263]"
7211,6.760401444,12.97592472,1.030611283,1,"III",12807990,12811410,0,"BE10.3","Caenorhabditis elegans Protein BE10.3 (BE10.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067264]"
7212,9.862094723,10.2723134,0.099439901,1,"III",12813495,12816609,0,"BE10.4","Caenorhabditis elegans Protein BE10.4 (BE10.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_067265]"
7213,4.298731517,21.59787763,2.233863821,0.120069567,"I",13408786,13410496,0,"C01A2.1","Caenorhabditis elegans Protein C01A2.1, isoform c. [Source:RefSeq mRNA;Acc:NM_001265229]"
7214,25.16308433,43.49557256,0.814284742,1,"I",13397259,13398469,0,"C01A2.2","Caenorhabditis elegans Protein C01A2.2, isoform b (C01A2.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001136276]"
7215,2400.669585,1650.017044,-0.539073334,1,"I",13387821,13390957,0,"oxa-1","Caenorhabditis elegans Protein C01A2.3 (C01A2.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060955]"
7216,2473.636698,2247.136024,-0.138331523,1,"I",13392128,13393918,0,"C01A2.4","Caenorhabditis elegans Protein C01A2.4 (C01A2.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060956]"
7217,5619.205782,3900.54305,-0.525430894,1,"I",13384823,13386940,0,"tads-1","Caenorhabditis elegans Protein C01A2.5 (C01A2.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060954]"
7218,2.526623672,10.31910769,1.942790734,0.736860196,"I",13379906,13384080,0,"C01A2.6","Caenorhabditis elegans Protein C01A2.6 (C01A2.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060953]"
7219,19.16586358,37.28087416,0.935747671,1,"I",13402477,13403767,0,"nlp-38","Caenorhabditis elegans Protein NLP-38, isoform b (nlp-38) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001265225]"
7220,117.7334959,69.76958405,-0.727541095,1,"II",13771566,13778929,0,"C01B9.1","Caenorhabditis elegans Protein C01B9.1, isoform a (C01B9.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129103]"
7221,4757.385741,4247.860688,-0.162511866,1,"IV",9096915,9099059,0,"cpna-3","Caenorhabditis elegans Protein CPNA-3 (cpna-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069183]"
7222,77.4414463,53.72623292,-0.509938097,1,"IV",9099356,9101545,0,"C01F6.2","Caenorhabditis elegans Protein C01F6.2 (C01F6.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069184]"
7223,7251.211384,5636.862995,-0.364141457,1,"IV",9095890,9096214,0,"C01F6.9","Caenorhabditis elegans Protein C01F6.9 (C01F6.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069182]"
7224,6.801914552,5.29112582,-0.303597901,1,"II",9267479,9268236,0,"C01G6.2","Caenorhabditis elegans Protein C01G6.2 (C01G6.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063573]"
7225,10762.21535,10546.43821,-0.029784613,1,"II",9269834,9271092,0,"C01G6.3","Caenorhabditis elegans Protein C01G6.3 (C01G6.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063574]"
7226,2002.124188,1990.330211,-0.011050254,1,"II",9271666,9272964,0,"C01G6.4","Caenorhabditis elegans Protein C01G6.4 (C01G6.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063575]"
7227,6247.863159,7629.88419,0.288881668,1,"II",9275725,9279980,0,"C01G6.5","Caenorhabditis elegans Protein C01G6.5 (C01G6.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063576]"
7228,639.5025185,346.5941453,-0.877506781,0.509465256,"II",9291959,9293919,0,"acs-7","Caenorhabditis elegans Protein ACS-7 (acs-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063578]"
7229,2.076057891,10.59877633,2.419774088,0.302536827,"II",9294045,9295693,0,"C01G6.9","Caenorhabditis elegans Protein C01G6.9 (C01G6.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_063579]"
7230,0.727053506,2.19621148,1.737002741,1,"V",15099945,15104372,0,"C01G10.1","Caenorhabditis elegans Protein C01G10.1 (C01G10.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074321]"
7231,3.599140333,2.365344761,-0.585543368,1,"V",15089738,15090004,0,"C01G10.4","Caenorhabditis elegans Protein C01G10.4 (C01G10.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074318]"
7232,1.647586268,5.783940366,1.96694369,1,"V",15089085,15089482,0,"C01G10.5","Caenorhabditis elegans Protein C01G10.5 (C01G10.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074317]"
7233,2.226695311,3.233357825,0.533979793,1,"V",15087668,15088223,0,"C01G10.6","Caenorhabditis elegans Protein C01G10.6 (C01G10.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074316]"
7234,2788.468692,2719.538961,-0.038248386,1,"V",15085734,15086810,0,"C01G10.7","Caenorhabditis elegans Protein C01G10.7 (C01G10.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074315]"
7235,22989.05719,17793.52281,-0.369817313,1,"V",15084181,15085356,0,"C01G10.8","Caenorhabditis elegans Protein C01G10.8 (C01G10.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074314]"
7236,542.7345954,376.2489118,-0.532843502,1,"V",15082770,15084024,0,"C01G10.9","Caenorhabditis elegans Protein C01G10.9 (C01G10.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074313]"
7237,606.667564,502.053415,-0.275805267,1,"V",15080151,15082403,0,"C01G10.10","Caenorhabditis elegans Protein C01G10.10 (C01G10.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074312]"
7239,15.80977674,12.24163407,-0.305003969,1,"V",15105373,15105889,0,"C01G10.14","Caenorhabditis elegans Protein C01G10.14 (C01G10.14) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074322]"
7240,0.277834203,2.665418782,3.004163807,1,"V",15086934,15087279,0,"C01G10.15","Caenorhabditis elegans Protein C01G10.15 (C01G10.15) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026184]"
7241,0,1.351385467,5.19312969,1,"V",15093193,15094301,0,"C01G10.16","Caenorhabditis elegans Protein C01G10.16 (C01G10.16) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026185]"
7242,364.7898094,334.5574775,-0.118082153,1,"II",14573571,14576050,0,"madf-5","Caenorhabditis elegans Protein MADF-5 (madf-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064627]"
7243,0.599856722,0.422413007,-0.385365348,1,"II",14578238,14578522,0,"nspb-7","Caenorhabditis elegans Protein NSPB-7 (nspb-7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064628]"
7244,133.6496182,64.60257504,-1.062292534,0.380471662,"II",14581430,14582207,0,"C01G12.3","Caenorhabditis elegans Protein C01G12.3 (C01G12.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064629]"
7245,0,0,NA,NA,"II",14586452,14587432,0,"C01G12.5","Caenorhabditis elegans Protein C01G12.5 (C01G12.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064630]"
7246,10.05693821,1.985004977,-2.272106774,0.431910445,"II",14587882,14588166,0,"nspb-10","Caenorhabditis elegans Protein NSPB-10 (nspb-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064631]"
