"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value","Chrom.No","start","end","strand"
6754,22368.86719,54096.81446,1.274051445,0.008580746,"I",7376601,7383194,"minus"
6755,28413.48135,37068.74976,0.38362785,0.177913274,"III",9546174,9556428,"plus"
6757,22126.42702,23070.4313,0.060274472,0.949381426,"X",7682367,7685984,"plus"
6759,4114.528768,13350.98473,1.698147039,2.29e-09,"IV",11972685,12010984,"minus"
6760,5867.034818,9648.675791,0.717699403,0.008603084,"V",8936370,8939963,"plus"
6761,1180.556131,3351.090668,1.505164084,4.19e-08,"IV",7980000,7982260,"plus"
6762,343.9384954,1193.537434,1.795021311,0.009071422,"III",12942546,12949798,"plus"
6763,12650.40859,10849.7136,-0.221527022,0.390755627,"IV",13261532,13272490,"minus"
6764,4972.494841,9205.135723,0.888469119,0.002694548,"X",8789401,8790568,"plus"
6765,1591.521854,2772.460367,0.80075987,0.009120901,"I",8897604,8901428,"minus"
6766,3496.654231,3786.995227,0.115078462,0.670196063,"IV",13119072,13124363,"plus"
6767,1113.040059,3099.377408,1.477472924,1.74e-06,"IV",12773838,12787489,"plus"
6768,57145.58404,50921.9868,-0.166353308,0.355600956,"III",8905538,8911670,"plus"
6769,36259.19923,44268.22864,0.287924582,0.294976718,"IV",3516818,3526598,"plus"
6770,27818.93842,27638.14169,-0.009406751,0.996520479,"V",982535,995405,"plus"
6772,2372.135317,7735.138961,1.7052409,3.02e-10,"III",8193777,8201138,"minus"
6773,121216.8699,88029.34514,-0.461534053,0.090854458,"I",6742294,6745342,"minus"
6774,736.1053937,2287.670969,1.635895319,3.47e-08,"I",4897368,4900978,"minus"
6775,11473.091,7271.241128,-0.657980581,0.017965522,"V",14373374,14375872,"plus"
6776,70482.79803,64743.7852,-0.122529483,0.628003099,"I",5679847,5691508,"minus"
6777,1714.762251,6720.408167,1.970540296,0.000337534,"V",9966380,9976202,"minus"
6778,4293.489277,8168.6661,0.927949925,0.000557947,"V",9764621,9769337,"minus"
6779,12819.20878,33000.19897,1.364167504,0.00012221,"IV",10324248,10348944,"minus"
6780,168862.699,205178.5675,0.281029359,0.402497594,"IV",5966644,6004847,"plus"
6781,19747.41157,20600.29741,0.061001604,0.811826248,"III",491545,502612,"plus"
6782,5.961265337,129.6516131,4.442877756,0.007746316,"V",5094769,5098892,"minus"
6783,259.0766355,811.366998,1.646975709,8.25e-06,"III",10183703,10186299,"minus"
6784,2753.245067,5897.626913,1.099001529,0.000738429,"III",10520578,10532604,"plus"
6785,18351.60326,18437.77656,0.006758582,0.744219695,"III",10314379,10318070,"minus"
6786,41232.85132,41100.54134,-0.004636833,0.764016429,"V",19995956,20004456,"minus"
6787,43241.58184,87872.53628,1.022993035,0.001939902,"II",14647252,14666868,"minus"
6788,15184.43378,34011.62274,1.163434728,0.000255085,"II",11058043,11089398,"minus"
6789,30097.17869,60029.07397,0.996033157,0.006107877,"I",14852481,14863529,"minus"
6790,15.24253786,40.57419624,1.412459386,0.183453444,"I",7899032,7903329,"minus"
6791,8998.6776,7552.084999,-0.252838004,0.450687987,"I",4675136,4679410,"plus"
6792,255.5785232,1207.107633,2.239715807,0.000303177,"X",10104325,10125424,"minus"
6793,24781.78878,18447.59776,-0.425847366,0.089122214,"I",13629214,13633485,"plus"
6794,113741.6037,130201.9342,0.19499083,0.425517137,"V",1474786,1479582,"plus"
6795,31169.05498,20324.76162,-0.616875983,0.050294986,"V",14731080,14734479,"minus"
6796,64501.18022,59611.67179,-0.113730725,0.763361559,"V",4497449,4511435,"plus"
6797,1287.124349,2225.918244,0.790249166,0.016368187,"I",5141678,5149229,"plus"
6798,8778.165908,11996.17171,0.450582635,0.101186836,"III",13277160,13284263,"plus"
6801,28071.7636,41016.35229,0.547079491,0.10660212,"V",6901669,6929020,"minus"
6802,9089.682939,9372.821869,0.044253492,0.856132449,"III",10318890,10319930,"plus"
6803,156783.8697,171639.0482,0.130600667,0.677186903,"V",6881326,6891385,"plus"
6804,47060.57087,41224.65358,-0.191011451,0.510108553,"III",12880940,12891637,"minus"
6805,49825.73016,47515.04743,-0.068506477,0.691741954,"I",3999345,4031629,"minus"
6807,4021.583696,6211.198128,0.627107843,0.024213327,"I",11592293,11601596,"plus"
6808,22754.61872,22668.17805,-0.005490974,0.85101305,"V",15071507,15080135,"plus"
6809,420.1876876,1296.405008,1.625410705,4.63e-07,"IV",6157299,6173029,"minus"
6810,13664.27613,11950.67898,-0.193316447,0.570064993,"X",3408650,3411669,"minus"
6811,1038.217578,4146.130206,1.997656605,2.11e-05,"III",4066692,4082770,"plus"
6812,4527.111207,10466.16796,1.209070665,6.31e-05,"V",20879823,20898876,"plus"
6814,11166.45535,17494.38236,0.647720438,0.024387399,"IV",7424485,7444651,"plus"
6815,32801.94726,43395.63204,0.403768375,0.152578476,"V",6465048,6487866,"plus"
6816,74227.64086,58265.42597,-0.349316458,0.231959354,"X",13584705,13589757,"plus"
6817,26469.42229,15172.96961,-0.802823235,0.043487556,"II",4702066,4703261,"plus"
6818,5601.713858,10151.12091,0.857698846,0.002727642,"III",8212684,8216265,"minus"
6819,2274.19363,8723.690001,1.939583411,0.00124874,"I",6761229,6767800,"minus"
6820,13854.71117,23854.213,0.783867454,0.011203737,"I",4035746,4090963,"plus"
6822,183.0064644,535.9133902,1.550105253,2.83e-05,"III",3644357,3648804,"plus"
6823,16708.07083,18606.84775,0.155288499,0.674587501,"I",5992665,6001101,"minus"
6824,5883.980119,9673.905051,0.717306006,0.003104683,"I",14381349,14384725,"minus"
6825,3935.819326,7090.924531,0.849309746,0.00983574,"X",611119,621290,"minus"
6826,31207.68779,38183.18218,0.291035871,0.499622933,"X",5593098,5594930,"plus"
6827,3194.799426,5069.127976,0.666012227,0.014561905,"X",7570329,7573629,"minus"
6829,22030.56391,16860.99871,-0.385816432,0.17196344,"I",12508439,12513441,"plus"
6830,2336.464107,4940.737531,1.080399542,0.000174556,"III",4121438,4147251,"plus"
6831,3543.092748,10194.1384,1.524658709,5.7e-07,"II",6995009,7010579,"plus"
6832,299.6959513,1536.965278,2.358513074,1.29e-05,"II",8117144,8122852,"plus"
6833,48607.79947,45489.76111,-0.095645965,0.870612214,"I",3824948,3826517,"plus"
6836,44568.77602,46953.56488,0.075201356,0.856498793,"V",14691837,14696918,"minus"
6839,36521.54615,68485.29232,0.907046349,0.00040586,"X",10146833,10153096,"plus"
6840,66478.9036,77997.62563,0.230533618,0.544272583,"III",8351177,8355102,"minus"
6843,22031.49268,17079.21591,-0.367325501,0.242403964,"III",10902549,10908831,"plus"
6844,24965.56731,24447.91527,-0.030228242,0.841295845,"I",8460219,8463008,"plus"
6845,350.1331197,957.446885,1.451288919,8.15e-06,"I",14872151,14875367,"plus"
6852,9929.075873,13642.72384,0.458400361,0.158852231,"IV",9002822,9005402,"minus"
6853,12120.86541,9564.656723,-0.341707613,0.207217615,"II",11281922,11283890,"plus"
6856,27002.20364,12899.38151,-1.065775256,0.001942799,"II",14485549,14488615,"minus"
6861,1261.494961,3470.329296,1.459938122,2.72e-07,"X",5074365,5078039,"minus"
6862,7454.561498,4750.011454,-0.650192499,0.018390185,"X",5087809,5092480,"plus"
6863,1326.311967,2929.900032,1.143431283,0.003931882,"X",3537626,3540927,"plus"
6864,35.23910161,135.5009741,1.943054173,0.001930019,"X",3528799,3531813,"plus"
6865,61.49820332,331.1029257,2.428663591,1.97e-05,"X",3394344,3396048,"plus"
6868,60505.86038,70160.08131,0.213575536,0.446102749,"II",4571997,4591357,"plus"
6869,15212.11374,16786.10385,0.142046781,0.586038084,"IV",3761187,3766821,"minus"
6870,21610.78905,24649.59968,0.189812468,0.663298642,"X",10505926,10519501,"plus"
6873,4042.485621,2900.416774,-0.478982419,0.076218847,"III",10920237,10925942,"plus"
6874,17574.99332,19682.87563,0.163416871,0.657432373,"V",12213308,12225901,"plus"
6875,3160.881303,7129.365084,1.173446741,7.98e-06,"II",8636181,8637661,"minus"
6876,117258.9457,140442.9285,0.260285994,0.605471791,"I",11747419,11792109,"minus"
6881,6657.79721,4802.76027,-0.47118113,0.055671627,"X",9847219,9849675,"plus"
6882,12226.18601,15677.09075,0.358683437,0.095217485,"II",2443297,2451146,"plus"
6886,7.989017274,18.21524604,1.189056528,0.340437005,"X",17393716,17396394,"minus"
6887,27738.95565,21433.86776,-0.372021263,0.100599635,"X",9216808,9232016,"minus"
6888,107445.7497,89172.20253,-0.268942458,0.372703719,"I",3158516,3162378,"minus"
6889,14152.24473,10215.23648,-0.470308298,0.171426208,"I",12728162,12729861,"plus"
6890,11772.64344,9186.420467,-0.357863578,0.304690241,"X",8087340,8089629,"minus"
6893,7026.049197,7623.249486,0.117692413,0.949231082,"II",7116529,7120500,"plus"
6894,1070.904952,1409.889024,0.396751169,0.339699724,"III",156823,163541,"plus"
6895,107.7852687,129.3587312,0.263217419,0.815027841,"III",146982,150175,"minus"
6896,34604.77597,30756.31843,-0.170088343,0.367080464,"X",10992444,10997779,"plus"
6897,1227.31905,1192.981305,-0.040938901,0.655418727,"X",10982285,10988209,"plus"
6902,58557.91979,22301.2397,-1.392740394,1.39e-05,"I",13269984,13272770,"plus"
6910,32593.09875,36663.3394,0.169771675,0.614009484,"III",9781157,9781971,"plus"
6911,135818.5005,143339.051,0.077751699,0.76003699,"III",9782071,9783135,"plus"
6912,6125.884952,8027.207372,0.389979896,0.150933556,"IV",2315424,2315988,"minus"
6913,20210.44532,23196.44103,0.198802363,0.46202718,"II",7878031,7879284,"minus"
6914,4022.080989,15564.50625,1.952245774,1.7e-07,"IV",8303955,8307356,"plus"
6915,1556.680756,6441.377622,2.048896165,0.000100426,"II",11435147,11438400,"minus"
6916,3115.803095,2346.172269,-0.409295117,0.097684456,"IV",12640424,12650629,"plus"
6917,50096.15612,66794.67072,0.415033091,0.111192104,"IV",6791061,6792553,"plus"
6918,25166.66596,26247.48901,0.060665309,0.762968606,"II",10302947,10303655,"minus"
6919,36131.36912,37301.47745,0.045980851,0.67662547,"I",5609313,5610279,"minus"
6920,17860.44024,26654.16316,0.577593246,0.036309231,"IV",2307815,2314567,"minus"
6921,32450.64523,46632.95908,0.523102814,0.046886351,"X",4191068,4193120,"plus"
6922,4575.452898,2973.511577,-0.621746862,0.040818181,"X",11307296,11308257,"plus"
6923,15884.3415,19603.76062,0.303525152,0.33181207,"II",5322990,5340810,"plus"
6924,142226.3166,102210.7365,-0.476641688,0.114310599,"II",1321042,1323094,"plus"
6925,212.7256609,703.8041768,1.726180001,0.025078998,"X",7727850,7733257,"plus"
6926,613.8340716,1630.201168,1.409129374,0.547073771,"X",5101001,5106142,"plus"
6927,408.049152,649.8380405,0.671337255,0.68271152,"X",3567384,3572536,"minus"
6928,336.2352505,662.3827559,0.978194132,0.631664742,"X",3558826,3563961,"minus"
6929,578.3062287,1297.493072,1.165821289,0.563341743,"X",3403457,3408591,"plus"
6930,622.4802385,1872.027426,1.588501628,0.511778232,"IV",8261131,8266449,"plus"
6931,6940.597176,4774.526056,-0.539702268,0.056166313,"IV",9339383,9341773,"minus"
6932,28800.95632,19919.61739,-0.531926779,0.026990825,"I",6028488,6033460,"plus"
6933,10362.6205,8552.818335,-0.276917076,0.238667906,"II",5907793,5911199,"plus"
6934,9079.414176,7994.534028,-0.183585268,0.471557876,"V",10566372,10576398,"minus"
6935,7357.611423,4545.204923,-0.694892145,0.005168641,"V",8031704,8034994,"plus"
6936,14684.23582,9527.522025,-0.624095245,0.032918313,"I",13548063,13559350,"minus"
6937,10881.57636,8825.654262,-0.302112431,0.384475084,"III",11990067,11999492,"plus"
6938,3752.534205,1454.320165,-1.367520312,0.024004427,"II",9581905,9583488,"minus"
6939,3868.91362,2041.280267,-0.922454241,0.000661217,"II",14583631,14585658,"plus"
6940,23819.74822,16524.41331,-0.527559113,0.187520181,"II",9713602,9716410,"minus"
6941,103698.7381,75918.54974,-0.449874,0.163408204,"IV",9200100,9212216,"plus"
6942,18226.79819,25605.0396,0.490366638,0.102968049,"X",8387392,8392529,"minus"
6943,36019.87059,29822.89863,-0.272372511,0.29305514,"III",5722804,5727068,"plus"
6944,3904.588372,2721.301241,-0.520873797,0.071108597,"II",6554945,6559235,"plus"
6945,6542.489306,4635.908308,-0.496987629,0.150394255,"V",18852654,18859192,"minus"
6946,7866.507742,6027.633389,-0.384131635,0.24620065,"III",5236371,5240011,"plus"
6947,6087.269351,24932.37832,2.0341534,0.00031454,"II",7531107,7533199,"plus"
6948,7393.617401,25599.04861,1.791737898,0.012608339,"X",3092385,3094362,"minus"
6949,42.96466497,247.1608638,2.52422777,0.004697294,"IV",9475803,9477329,"minus"
6950,624.9672122,3548.816272,2.505485477,0.0014487,"X",15752190,15757201,"minus"
6951,2858.299687,3555.359198,0.314838135,0.187084922,"IV",4050042,4051624,"minus"
6952,1387.062828,5641.819775,2.024127443,0.011383881,"X",3480238,3483648,"plus"
6953,87.15973457,55.81674262,-0.642963869,0.437560327,"V",15334765,15337488,"minus"
6954,191.2556758,2303.923813,3.590518542,0.000657439,"V",15342068,15344555,"minus"
6955,616.0126323,2501.727019,2.021892534,0.03399233,"X",1576630,1590890,"plus"
6956,64694.77131,63836.83235,-0.019260052,0.868400206,"II",7533252,7534466,"minus"
6957,13443.59631,15995.81553,0.250775422,0.280910647,"IV",8188888,8198937,"minus"
6958,17889.77269,14733.27393,-0.280057004,0.347247165,"I",11924776,11929498,"minus"
6959,57659.52337,55838.65227,-0.04629479,0.84522493,"III",4193795,4195330,"plus"
6960,185.4657141,775.5818744,2.064126578,5.36e-08,"V",14980337,14982609,"plus"
6961,62594.91385,45128.66607,-0.4720013,0.057732449,"I",4665745,4671739,"minus"
6962,4164.15167,1812.853134,-1.199760565,0.000328063,"X",8041278,8044360,"plus"
6963,6288.301669,3505.673551,-0.842978771,0.003572541,"I",7159712,7160916,"plus"
6964,36874.54268,25183.94347,-0.550120949,0.110571149,"II",14155691,14165954,"plus"
6965,29.83450599,102.799042,1.784773027,0.005611427,"X",11850700,11853658,"plus"
6966,7.169543159,14.06001377,0.971644909,0.444139413,"X",12315472,12317605,"plus"
6968,6324.436738,5821.167923,-0.119628362,0.72732207,"IV",4710855,4712506,"minus"
6970,16530.13663,24689.88709,0.578821589,0.025130279,"IV",3855837,3861563,"plus"
6971,2005.29555,2963.561998,0.563517356,0.052442896,"III",6853054,6856728,"minus"
6974,97978.06759,65542.70894,-0.580023536,0.049728652,"IV",6118213,6122066,"plus"
6975,71343.72019,68770.69835,-0.052992451,0.73127223,"III",8792766,8806193,"plus"
6976,6759.160617,3881.582045,-0.800199315,0.04905006,"I",8529375,8531332,"minus"
6977,12258.28576,7012.48055,-0.805760473,0.013507859,"III",9002712,9004762,"plus"
6978,4131.381592,8327.286138,1.011222078,0.000497405,"I",9847398,9850404,"plus"
6979,17.70808415,14.60851529,-0.277598574,0.837126979,"X",12340311,12341362,"minus"
6980,234.5772397,866.559718,1.885236134,4.91e-05,"X",7930690,7931760,"plus"
6981,2953.814057,4407.256624,0.577301893,0.024259551,"X",7925389,7926541,"plus"
6982,345.1391775,635.1263914,0.879865473,0.004267342,"III",10951126,10953406,"minus"
6983,682.6351099,896.7696496,0.393622834,0.357358963,"X",5186890,5189009,"minus"
6984,1202.946979,1957.394946,0.702361824,0.015013172,"I",4790412,4792502,"minus"
6985,2073.453858,5682.333995,1.45444769,9.84e-07,"III",13119719,13133829,"plus"
6986,1312.472896,2638.384987,1.007367465,0.003906002,"III",12335654,12345237,"plus"
6987,543.7105635,1022.43456,0.911097744,0.006961695,"III",5926853,5932908,"minus"
6988,22760.15666,15635.1826,-0.54171442,0.058216966,"II",5649719,5654404,"plus"
6993,7924.65928,6450.237999,-0.296996514,0.398754975,"III",12061639,12071897,"plus"
6994,51045.35398,33918.16463,-0.589721551,0.060052161,"II",8457767,8464514,"plus"
6996,12173.99068,9376.721369,-0.376646698,0.144170002,"II",8017629,8020734,"plus"
6997,42131.24484,28948.88321,-0.54138285,0.042904395,"II",4949894,4953486,"plus"
6999,8916.848873,18913.10607,1.084780444,0.037007828,"II",13056744,13071213,"plus"
7000,32322.15295,35313.18007,0.127683449,0.473579424,"III",2811449,2814963,"minus"
7001,6964.563015,6147.761414,-0.179971658,0.547623358,"I",4247755,4249384,"plus"
7006,37.55051898,221.4174232,2.559863999,0.000136991,"IV",11459970,11463173,"plus"
7007,20597.09296,21813.55751,0.082784342,0.583323474,"IV",884909,890187,"plus"
7008,55475.24841,37958.48213,-0.547421919,0.062664812,"III",8358553,8362419,"plus"
7009,70396.93968,51050.08438,-0.463599367,0.129553219,"I",537125,542200,"plus"
7010,25561.88592,19409.82474,-0.397207188,0.291384414,"III",9957269,9963112,"plus"
7011,7431.511888,5605.034491,-0.406932496,0.094642504,"X",17151446,17154513,"plus"
7012,18067.29259,11704.35958,-0.626334335,0.114307493,"II",4942100,5031670,"minus"
7013,16973.78865,9710.349568,-0.805713481,0.038839209,"II",11527112,11533750,"minus"
7014,8407.747859,3919.707948,-1.10097324,0.003597456,"II",7853826,7855069,"minus"
7015,8805.338354,6309.556091,-0.480839934,0.070387529,"III",5021190,5021922,"plus"
7016,70205.9278,63699.38205,-0.140313472,0.604278037,"III",5828512,5833701,"minus"
7017,22859.42318,13843.63281,-0.723566419,0.0090437,"V",20250784,20267209,"minus"
7018,11323.51592,7816.914346,-0.534650846,0.078766866,"I",6492724,6494248,"minus"
7019,21332.7363,12422.19454,-0.780148962,0.028343485,"III",2598052,2603212,"plus"
7020,8637.641881,4824.407183,-0.840285827,0.014401148,"IV",1187802,1192978,"plus"
7021,2480.649936,1740.400408,-0.5112989,0.165084059,"III",11775016,11776578,"plus"
7022,13988.41828,6211.665423,-1.171180812,0.005218535,"II",10301103,10301828,"plus"
7023,22817.41523,21785.36525,-0.06677607,0.869534836,"V",9209437,9212322,"minus"
7024,23055.04278,17456.39159,-0.401326972,0.180287968,"I",7057169,7059348,"plus"
7025,15610.43778,10948.79868,-0.511738413,0.177672516,"III",13773353,13778829,"plus"
7026,7794.309394,5789.424376,-0.429001287,0.179631955,"I",8966288,8966997,"plus"
7027,99847.86135,70913.42351,-0.49367278,0.063377787,"III",12714465,12743828,"plus"
7028,98993.09853,60202.21931,-0.717511277,0.014168892,"II",11661516,11675863,"minus"
7029,22120.2761,15291.70863,-0.532619777,0.119472547,"V",7081526,7084873,"minus"
7030,57716.41605,41326.97951,-0.481897793,0.165678615,"III",12599203,12608366,"minus"
7041,314.1517307,2093.078662,2.736093098,0.000948671,"II",11322985,11329365,"minus"
7042,183181.1312,147250.4778,-0.314998589,0.320896589,"I",7495433,7503574,"plus"
7043,8583.949426,5906.356889,-0.539373043,0.056659058,"I",9960327,9961961,"minus"
7044,4572.629581,9037.38824,0.982881847,0.00024778,"II",7711818,7718538,"minus"
7045,7202.975506,5735.893486,-0.328574764,0.213886111,"III",4705378,4706915,"plus"
7047,14473.12986,13443.68119,-0.106448707,0.682991008,"I",10291885,10297913,"minus"
7048,21419.78981,14940.29162,-0.519736015,0.039574682,"III",6375326,6379124,"plus"
7049,14.48505293,10.63115208,-0.446267008,0.844052701,"V",14534403,14536294,"minus"
7050,18907.73011,11543.10333,-0.711945036,0.006092524,"II",6539883,6554834,"plus"
7053,222762.4074,159939.9967,-0.477975026,0.081339182,"I",4685869,4698576,"minus"
7054,2303.265667,3525.800208,0.614269899,0.039092503,"I",10086381,10102001,"minus"
7055,50075.94783,49133.41099,-0.027413425,0.663405909,"V",8594890,8597541,"plus"
7056,867.7363956,1047.507103,0.27163128,0.771313455,"III",8268544,8270664,"plus"
7057,19.42064866,24.08769548,0.310704986,0.952660164,"I",6729722,6731111,"minus"
7058,15937.74475,26590.57102,0.738467262,0.069389995,"IV",14616216,14623936,"plus"
7059,10041.90455,8325.389218,-0.270443292,0.199535948,"X",7565275,7568103,"plus"
7060,318.3229962,181.8468067,-0.807767792,0.178011045,"III",6471718,6475199,"plus"
7061,906.0095891,3396.00968,1.906242346,0.000123013,"IV",7606470,7619106,"plus"
7062,3570.395815,2668.598763,-0.420001615,0.137712055,"V",18055941,18060680,"plus"
7063,13482.93856,12166.11439,-0.148266486,0.364609117,"II",1867,4663,"plus"
7064,20237.41924,20972.19789,0.051452741,0.714404286,"II",15268136,15273238,"plus"
7065,1298.852001,827.5393377,-0.650337252,0.050359642,"III",13777589,13781032,"plus"
7066,45.99942434,35.80542569,-0.361437587,0.461232433,"III",13782486,13783358,"plus"
7067,11.49960065,100.7529242,3.131166046,0.050335641,"IV",17480360,17483294,"minus"
7068,24362.04023,17367.47469,-0.488246963,0.166403468,"X",17714890,17718641,"plus"
7069,8.689016202,18.13189707,1.061265131,0.569331658,"X",17714380,17714756,"plus"
7070,7321.575663,3383.098338,-1.113809048,0.00010838,"V",10372118,10374238,"plus"
7071,7.791211675,152.2939831,4.288867423,1.32e-06,"V",10388447,10393480,"plus"
7072,1549.432206,709.2841878,-1.127303942,0.000740289,"V",10395654,10397794,"plus"
7073,86.38482034,246.4233401,1.512289181,0.000656295,"V",10398787,10401290,"plus"
7075,1263.041314,560.2757134,-1.172692968,0.000273297,"X",228080,229761,"minus"
7076,772.4260126,353.9989009,-1.125651869,0.000966431,"X",226651,227394,"minus"
7077,30.4996236,8.587323123,-1.828511055,0.09078957,"X",221017,225084,"plus"
7079,496.5920803,173.6444626,-1.515924848,0.000139448,"X",230433,231363,"plus"
7081,18.14369627,1.299503164,-3.803436343,0.070504222,"II",9519037,9520151,"plus"
7082,46.17777359,8.706582532,-2.407020162,0.078817672,"V",14146494,14148769,"plus"
7083,705.6975256,118.3388509,-2.57612616,8.08e-08,"V",14156816,14157607,"plus"
7084,208.523051,523.7481959,1.328666496,0.00101046,"V",14144015,14145396,"minus"
7087,3871.674975,2768.994471,-0.483595671,0.041318647,"IV",12146459,12150953,"minus"
7088,12739.18973,11417.69481,-0.158002114,0.429774532,"IV",12143409,12145709,"minus"
7089,10871.68049,9311.687094,-0.223460478,0.604841707,"IV",12135058,12137325,"minus"
7090,13803.88622,11498.31049,-0.263652594,0.317502817,"IV",12141138,12143309,"minus"
7091,44400.58264,38246.99227,-0.215232309,0.599795935,"IV",12156816,12164252,"plus"
7092,8802.361815,4848.953932,-0.860217127,0.00933912,"IV",12150036,12154220,"minus"
7093,10069.79472,6927.631263,-0.539600226,0.078387284,"IV",12138823,12141036,"minus"
7094,10488.44024,5890.252617,-0.832398733,0.006386605,"I",12773647,12782247,"plus"
7096,809.7832079,435.3477392,-0.895367496,0.031712614,"V",10287539,10289247,"plus"
7097,8.297080763,416.844408,5.650761342,4.64e-07,"V",10297374,10298957,"plus"
7099,5994.4611,4442.78165,-0.432166823,0.306084333,"V",10314616,10315751,"plus"
7100,5797.490583,4087.139751,-0.504336997,0.0885646,"V",10315225,10317371,"minus"
7101,11124.419,7691.592175,-0.532375815,0.067217909,"V",10317465,10319509,"minus"
7102,2356.941048,968.9950098,-1.282354533,0.000384517,"V",10320690,10322190,"plus"
7103,4680.849719,5764.917081,0.30052941,0.509944226,"V",10322262,10332087,"minus"
7104,8.048702128,67.84798807,3.075477966,0.154133374,"V",10289696,10291685,"plus"
7105,52362.75512,30995.31206,-0.756490979,0.01424118,"IV",11310950,11312475,"plus"
7106,4257.546028,2415.067203,-0.817958792,0.052160989,"IV",11314055,11315028,"minus"
7107,15329.49254,9843.46777,-0.63907138,0.070307824,"IV",11315183,11315855,"plus"
7108,6433.021275,4208.130816,-0.612316906,0.027285063,"IV",11317395,11319928,"plus"
7109,8310.947501,5747.51394,-0.532074903,0.173717164,"IV",11320778,11323614,"plus"
7110,26955.79583,16916.25083,-0.672185646,0.024846514,"IV",11327592,11329349,"minus"
7111,9613.583306,6643.618399,-0.533105063,0.053431488,"IV",11329444,11332922,"minus"
7112,13.55938554,72.03717311,2.409449765,0.009146457,"IV",11304699,11306698,"minus"
7113,5054.853894,4122.83577,-0.294032399,0.342458106,"IV",11296969,11298397,"minus"
7114,1263.233861,1013.836709,-0.317296442,0.443213818,"IV",11295126,11296867,"minus"
7115,60.78010286,294.9135738,2.278621205,0.009488984,"X",12028643,12031549,"plus"
7116,3466.08704,7441.460919,1.102277998,5.19e-05,"X",12042548,12049279,"minus"
7117,51.13725642,20.62352908,-1.310083534,0.23119966,"V",11733526,11736950,"minus"
7118,20831.7972,11507.93214,-0.85615869,0.002438307,"V",11730974,11733461,"minus"
7119,1219.127661,1586.32872,0.379842552,0.155879219,"V",20476717,20479058,"minus"
7120,10636.9388,9294.578275,-0.194621706,0.568500261,"V",20468318,20469382,"minus"
7121,13187.92569,11361.65823,-0.215044252,0.335650521,"V",20458623,20464455,"minus"
7122,9646.561554,8148.196958,-0.243533943,0.564319447,"V",20493893,20497315,"plus"
7124,312.8765776,324.557028,0.052878336,0.928350903,"V",20473061,20475925,"minus"
7125,15.09059117,10.22689803,-0.561280703,0.652621986,"V",20469672,20470454,"minus"
7126,2346.779547,2341.192521,-0.003438749,0.572224152,"V",20480761,20485354,"minus"
7128,5318.077425,2506.96651,-1.084962058,0.001078388,"X",9440339,9441505,"minus"
7129,22817.27598,14540.14244,-0.650085165,0.039615601,"X",9431366,9432689,"plus"
7130,5726.967013,4451.668725,-0.363425056,0.314231409,"X",9428372,9430264,"plus"
7131,44.31577767,708.0354662,3.997929293,2.34e-23,"III",4376475,4379172,"plus"
7132,436.5046973,866.1172496,0.988565162,0.017048946,"III",4381711,4384113,"plus"
7133,8156.643067,6102.758085,-0.418514119,0.399725949,"III",4379340,4381013,"minus"
7135,19124.41834,13989.67391,-0.451053534,0.15975406,"III",4333369,4340455,"plus"
7136,14708.72805,7034.868731,-1.064077085,0.006056281,"III",4341657,4343308,"minus"
7137,8515.215425,4781.640175,-0.832537459,0.019169545,"III",4343433,4345194,"plus"
7138,21.97478102,37.06173684,0.754081704,0.744552784,"III",4352218,4355860,"plus"
7139,92930.50764,61129.59612,-0.604281253,0.049529829,"III",4356511,4364944,"plus"
7140,79.92021782,254.7393773,1.672389567,4.43e-05,"V",9654681,9657925,"plus"
7141,9.061584156,52.10956215,2.523712942,0.009026952,"V",9658907,9661590,"minus"
7142,525.7725187,976.3171782,0.892911179,0.011549481,"II",11485446,11486710,"minus"
7143,16933.31344,18951.99274,0.16248525,0.41638216,"II",11489541,11492957,"minus"
7144,18013.58385,11300.70876,-0.672671979,0.031623688,"II",11495628,11496605,"plus"
7146,583.6819862,1452.658606,1.315441241,2.76e-05,"II",11510611,11513826,"plus"
7149,23.95470279,278.5309471,3.539456813,2.95e-10,"II",11488223,11489555,"plus"
7150,3287.712004,5291.077607,0.686477651,0.013149352,"V",13116488,13120120,"plus"
7152,2015.563347,6134.225673,1.605698117,2.55e-09,"V",13131913,13134843,"minus"
7153,137.3333272,889.9568787,2.696053662,7.22e-10,"V",13134926,13138071,"minus"
7154,32.16571276,169.9052935,2.401135238,4.67e-05,"V",13138966,13150276,"plus"
7155,289.9590827,763.5891866,1.396947342,7.24e-05,"I",10074958,10077739,"plus"
7162,2809.954403,2952.003142,0.071147537,0.825396424,"V",15605705,15610361,"minus"
7163,39.37156447,108.1892059,1.458330623,0.054353594,"V",15602896,15605136,"minus"
7164,180.5437334,161.1157126,-0.164251148,0.658043095,"V",15593443,15593780,"minus"
7165,474.691199,226.6637288,-1.066435755,0.003249302,"V",15585678,15592966,"plus"
7166,43.59525079,112.5509683,1.368335586,0.11151671,"V",15600341,15602326,"minus"
7167,14204.37707,11523.68636,-0.301733263,0.20373667,"III",4754397,4756984,"plus"
7168,41151.64668,22297.65311,-0.884058291,0.003196969,"III",4757213,4759696,"plus"
7169,135.7042685,155.1842707,0.193516234,0.875600008,"III",4759707,4763574,"minus"
7170,8257.963296,18776.78824,1.185092401,1.15e-05,"III",4765783,4776242,"plus"
