"GeneID","N2.Mean_N","WDR5.Mean_N","Fold.Change_Log2","P.Value","Chrom.No","start","end","strand","gene_name","description"
8847,1.499140679,5.171930573,1.792686151,0.229840748,"II",12482867,12484163,0,"fbxb-102","Caenorhabditis elegans Protein FBXB-102 (fbxb-102) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064261]"
8848,6162.582018,4431.117658,-0.475911418,1,"V",13002327,13006608,0,"inft-2","Caenorhabditis elegans Protein INFT-2 (inft-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073852]"
8849,649.6656409,206.8462083,-1.6547616,2.3e-09,"V",13010302,13013243,0,"try-10","Caenorhabditis elegans Protein TRY-10, isoform c (try-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001269548]"
8850,6.67824403,332.1528071,5.709188524,5.38e-38,"V",13014139,13016457,0,"F15B9.6","Caenorhabditis elegans Protein F15B9.6 (F15B9.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073854]"
8851,2.209011993,13.41025039,2.590302018,0.013586314,"V",12988546,12992029,0,"F15B9.8","Caenorhabditis elegans Protein F15B9.8 (F15B9.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073848]"
8852,9491.799303,7355.371282,-0.368107007,1,"I",7021981,7028774,0,"ubql-1","Caenorhabditis elegans Protein UBQL-1, isoform a. [Source:RefSeq mRNA;Acc:NM_170894]"
8853,0.316178068,3.744318615,3.40509561,0.133820649,"I",11560628,11564378,0,"clec-101","Caenorhabditis elegans Protein CLEC-101 (clec-101) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060548]"
8854,41.65505774,164.6846727,1.999559471,3.98e-07,"I",11565232,11570794,0,"F15D3.4","Caenorhabditis elegans Protein F15D3.4 (F15D3.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060549]"
8855,1.157124219,1.785646456,0.635557063,0.926339632,"I",11570877,11571157,0,"F15D3.5","Caenorhabditis elegans Protein F15D3.5 (F15D3.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060550]"
8856,2342.81284,2005.810455,-0.224680907,1,"I",11572411,11577450,0,"F15D3.6","Caenorhabditis elegans Protein F15D3.6 (F15D3.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060551]"
8857,6652.235058,3658.978612,-0.862814043,0.054848033,"I",11578636,11579471,0,"timm-23","Caenorhabditis elegans Protein F15D3.7 (F15D3.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060552]"
8858,30.41740028,65.83889047,1.089262229,0.066211974,"I",11579925,11581977,0,"F15D3.8","Caenorhabditis elegans Protein F15D3.8 (F15D3.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060553]"
8859,4427.411397,2719.069093,-0.703976144,0.24097722,"II",13216026,13216632,0,"F15D4.2","Caenorhabditis elegans Protein F15D4.2 (F15D4.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064402]"
8860,7401.759461,2516.811382,-1.556822422,1.93e-07,"II",13237457,13237836,0,"rmo-1","Caenorhabditis elegans Protein RMO-1 (rmo-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064403]"
8861,76.90111318,104.3688856,0.432965976,1,"II",13239225,13243025,0,"F15D4.4","Caenorhabditis elegans Protein F15D4.4 (F15D4.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064404]"
8862,154.0671671,441.2575783,1.520809937,3.74e-09,"II",13245360,13247574,0,"F15D4.5","Caenorhabditis elegans Protein F15D4.5 (F15D4.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064405]"
8863,10.78432443,5.432055332,-0.990223559,0.459124503,"II",13249138,13249438,0,"F15D4.6","Caenorhabditis elegans Protein F15D4.6 (F15D4.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064406]"
8865,2778.811399,4683.517529,0.752557464,0.194872179,"X",9706969,9708360,0,"F15G9.1","Caenorhabditis elegans Protein F15G9.1, isoform c. [Source:RefSeq mRNA;Acc:NM_182440]"
8867,0,1.086086586,4.714859904,0.252756996,"X",9710172,9711474,0,"F15G9.3","Caenorhabditis elegans Protein F15G9.3 (F15G9.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077232]"
8868,91.8328802,94.53155055,0.027319152,1,"X",9733251,9737677,0,"F15G9.5","Caenorhabditis elegans Protein F15G9.5 (F15G9.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077236]"
8869,2.395998098,0.591416523,-2.080979491,0.362424852,"X",9712066,9712935,0,"F15G9.6","Caenorhabditis elegans Protein F15G9.6 (F15G9.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001029412]"
8870,0.342016461,2.686724247,2.900052368,0.230520373,"I",12157142,12158703,0,"F15H9.1","Caenorhabditis elegans Protein F15H9.1 (F15H9.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060672]"
8871,2.131496815,8.207041914,1.906192116,0.11606496,"V",10426610,10428671,0,"tag-314","Caenorhabditis elegans Protein TAG-314 (tag-314) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_182434]"
8872,0,0.32559332,2.924025289,0.610920086,"V",10417698,10419030,0,"F15H10.5","Caenorhabditis elegans Protein F15H10.5 (F15H10.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073275]"
8873,0,0.265823203,2.698172528,0.646847546,"V",10410217,10412126,0,"F15H10.6",""
8874,6.895771745,10.43153728,0.565226317,0.925544115,"V",10403243,10406339,0,"F15H10.7","Caenorhabditis elegans Protein F15H10.7 (F15H10.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073273]"
8875,0.342016461,4.916340978,3.723750686,0.075398909,"V",10401480,10402777,0,"F15H10.8","Caenorhabditis elegans Protein F15H10.8 (F15H10.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073272]"
8876,2810.843591,2556.246833,-0.137508451,1,"I",9394457,9404012,0,"F16A11.1","Caenorhabditis elegans Protein F16A11.1, isoform a. [Source:RefSeq mRNA;Acc:NM_060098]"
8877,3663.939876,2574.057895,-0.508695987,0.944377845,"I",9390947,9393087,0,"F16A11.2","Caenorhabditis elegans Protein F16A11.2 (F16A11.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060097]"
8878,4764.793672,4754.81124,-0.00292544,1,"I",9364769,9389975,0,"ppfr-1","Caenorhabditis elegans Protein PPFR-1, isoform c (ppfr-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026219]"
8879,1.496789071,2.958245893,1.189763455,0.651902317,"X",14085501,14089512,0,"F16B12.1","Caenorhabditis elegans Protein F16B12.1 (F16B12.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077944]"
8880,693.4949107,367.6259607,-0.9181183,0.005078722,"X",14096101,14098586,0,"F16B12.4","Caenorhabditis elegans Protein F16B12.4 (F16B12.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077946]"
8881,0.815107758,0.65118664,-0.336740237,1,"X",14100486,14101480,0,"F16B12.5","Caenorhabditis elegans Protein F16B12.5 (F16B12.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077947]"
8882,3885.79697,2901.873643,-0.4213961,1,"X",14102290,14107610,0,"F16B12.6","Caenorhabditis elegans Protein F16B12.6 (F16B12.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077948]"
8883,3.447885872,4.815059353,0.432266057,1,"X",14108476,14109645,0,"F16B12.7","Caenorhabditis elegans Protein F16B12.7 (F16B12.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077949]"
8884,0,0.32559332,2.924025289,0.610920086,"X",14111194,14113378,0,"nhr-281","Caenorhabditis elegans Protein NHR-281 (nhr-281) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077950]"
8885,24.65103149,36.05106434,0.548573989,0.92512192,"I",10147367,10149878,0,"F16C3.1","Caenorhabditis elegans Protein F16C3.1 (F16C3.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060271]"
8886,19.09937007,146.0196646,2.928650373,1.49e-13,"I",10150391,10155038,0,"F16C3.2","Caenorhabditis elegans Protein F16C3.2 (F16C3.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060272]"
8887,4061.087941,4677.522235,0.204673722,1,"I",8364218,8369911,0,"tbcd-1","Caenorhabditis elegans Protein F16D3.4 (F16D3.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059869]"
8889,1.496789071,1.340512902,0.024118592,1,"I",8375484,8377529,0,"F16D3.6","Caenorhabditis elegans Protein F16D3.6 (F16D3.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059871]"
8890,28.55836774,57.04043203,1.02130524,0.130895291,"I",8384974,8386821,0,"ser-5","Caenorhabditis elegans Protein SER-5 (ser-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059872]"
8891,0.684032921,41.96128061,5.83381004,1.73e-06,"V",18191415,18194091,0,"clec-42","Caenorhabditis elegans Protein CLEC-42 (clec-42) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075156]"
8892,0.974372597,4.064213491,1.954569132,0.283822958,"V",18189532,18191019,0,"clec-246","Caenorhabditis elegans Protein CLEC-246 (clec-246) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075155]"
8893,1.264712272,0.271521646,-2.240133459,0.497820283,"V",18195278,18197835,0,"F16H6.3","Caenorhabditis elegans Protein F16H6.3 (F16H6.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075157]"
8894,1.838805531,1.340512902,-0.303669169,1,"V",18198866,18200726,0,"F16H6.4","Caenorhabditis elegans Protein F16H6.4 (F16H6.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075158]"
8895,3.15284298,1.671804665,-0.791377199,0.81372398,"V",18201801,18203377,0,"F16H6.5","Caenorhabditis elegans Protein F16H6.5 (F16H6.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075159]"
8896,0.49892969,0.537344849,0.336161641,1,"V",18205618,18205968,0,"F16H6.6","Caenorhabditis elegans Protein F16H6.6 (F16H6.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075160]"
8897,23.02223011,21.841604,-0.074283714,1,"V",18207154,18209057,0,"F16H6.7","Protein F16H6.7 [Source:UniProtKB/TrEMBL;Acc:Q9XV94]"
8898,0.632356136,5.687644927,3.0135148,0.080078463,"V",18213649,18216247,0,"F16H6.8","Caenorhabditis elegans Protein F16H6.8 (F16H6.8) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075162]"
8899,13.89019384,67.31941082,2.260214844,3.8e-06,"V",18217056,18222271,0,"F16H6.9","Caenorhabditis elegans Protein F16H6.9 (F16H6.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075163]"
8900,125.2315653,253.6863762,1.033938886,0.020708488,"V",18223027,18224381,0,"F16H6.10","Caenorhabditis elegans Protein F16H6.10 (F16H6.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075164]"
8901,1110.738067,1704.748439,0.619266308,0.522589506,"X",12705553,12808179,0,"nhr-27","Caenorhabditis elegans Protein NHR-27, isoform b. [Source:RefSeq mRNA;Acc:NM_001270268]"
8902,15.87136352,11.33320127,-0.519237459,0.972230649,"X",12306927,12309414,0,"phf-32","Caenorhabditis elegans Protein PHF-32 (phf-32) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077656]"
8903,0,0.597114966,3.826520112,0.407567526,"X",12310744,12312662,0,"F17A2.4","Caenorhabditis elegans Protein F17A2.4 (F17A2.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077657]"
8904,586.9779837,265.3880688,-1.148501894,0.000331077,"X",12321598,12322710,0,"F17A2.13","Caenorhabditis elegans Protein F17A2.13 (F17A2.13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077660]"
8905,2.262571652,58.61548111,4.722422171,1.84e-09,"I",13184919,13188006,0,"F17B5.1","Caenorhabditis elegans Protein F17B5.1, isoform a (F17B5.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001047185]"
8907,0,0,NA,NA,"I",13197207,13198101,0,"clec-109","Caenorhabditis elegans Protein CLEC-109, isoform b. [Source:RefSeq mRNA;Acc:NM_001265166]"
8909,0,0,NA,NA,"I",13204486,13205392,0,"clec-110","Caenorhabditis elegans Protein CLEC-110 (clec-110) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_060911]"
8910,29.01455835,52.7239917,0.864284436,0.272663565,"III",4731909,4733942,0,"F17C8.3","Caenorhabditis elegans Protein F17C8.3 (F17C8.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065570]"
8911,3.553122317,4.824706757,0.44259119,1,"III",4744835,4745990,0,"F17C8.6","Caenorhabditis elegans Protein F17C8.6 (F17C8.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_065573]"
8912,19.5344255,26.43235165,0.392579525,1,"III",4736035,4737170,0,"F17C8.7","Caenorhabditis elegans Protein F17C8.7 (F17C8.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001027372]"
8913,590.6306432,765.5581435,0.375171267,1,"V",10941587,10942711,0,"F17C11.1","Caenorhabditis elegans Protein F17C11.1 (F17C11.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073390]"
8914,30.8862571,61.7115441,0.98202408,0.182575582,"V",10948272,10948757,0,"F17C11.2","Caenorhabditis elegans Protein F17C11.2 (F17C11.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073391]"
8915,142.0317713,243.0518853,0.775649003,0.207206142,"V",10952066,10953288,0,"F17C11.4","Caenorhabditis elegans Protein F17C11.4 (F17C11.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073393]"
8916,0.815107758,16.99526674,4.510732938,0.000621281,"V",10953482,10954399,0,"clec-221","Caenorhabditis elegans Protein CLEC-221 (clec-221) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073394]"
8917,111.3842064,127.8599596,0.186177,1,"V",10955111,10955722,0,"F17C11.6","Caenorhabditis elegans Protein F17C11.6 (F17C11.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073395]"
8918,6174.245686,4020.222074,-0.619289117,0.369277361,"V",10957066,10958800,0,"F17C11.7","Caenorhabditis elegans Protein F17C11.7, isoform a (F17C11.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001028641]"
8919,3901.699883,2912.849556,-0.421460232,1,"V",10959133,10960641,0,"vps-36","Caenorhabditis elegans Protein VPS-36 (vps-36) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073397]"
8920,151999.7816,107328.3059,-0.502046815,0.992506517,"V",10965806,10967771,0,"eef-1G","Caenorhabditis elegans Protein EEF-1G, isoform a (eef-1G) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073399]"
8921,7356.525236,8577.925624,0.221979826,1,"V",10961874,10965520,0,"F17C11.10","Caenorhabditis elegans Protein F17C11.10 (F17C11.10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073398]"
8922,202.2684407,899.7926474,2.153600263,6.6e-10,"V",10937677,10938790,0,"F17C11.11","Caenorhabditis elegans Protein F17C11.11, isoform a. [Source:RefSeq mRNA;Acc:NM_001269349]"
8923,337.8319959,564.506773,0.743721937,0.197784965,"V",10934256,10936653,0,"F17C11.12","Caenorhabditis elegans Protein F17C11.12, isoform b (F17C11.12) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129449]"
8924,859.9611098,750.856066,-0.195205769,1,"X",12394348,12398963,0,"F17E5.2","Caenorhabditis elegans Protein F17E5.2 (F17E5.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077680]"
8925,1314.354493,1574.163934,0.260363183,1,"X",13105221,13108254,0,"F17H10.1","Caenorhabditis elegans Protein F17H10.1 (F17H10.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077776]"
8926,451.0569414,546.3136777,0.271757163,1,"X",13113867,13115999,0,"F17H10.2","Caenorhabditis elegans Protein F17H10.2, isoform a. [Source:RefSeq mRNA;Acc:NM_001047780]"
8927,197.0945251,450.5421587,1.196471259,0.002215435,"X",13116463,13122211,0,"snx-17","Caenorhabditis elegans Protein SNX-17, isoform a (snx-17) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001083293]"
8928,0,0,NA,NA,"X",13125906,13126450,0,"F17H10.4","Caenorhabditis elegans Protein F17H10.4 (F17H10.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077779]"
8929,20.95931078,62.15491905,1.604874583,0.001866583,"II",13032783,13036353,0,"F18A11.2","Caenorhabditis elegans Protein F18A11.2 (F18A11.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064370]"
8930,201.0770622,147.2482397,-0.451851834,1,"II",13036406,13036732,0,"F18A11.3","Caenorhabditis elegans Protein F18A11.3 (F18A11.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064371]"
8932,26.71159922,47.82533226,0.806825494,0.40173829,"II",13009196,13012411,0,"F18A11.5","Caenorhabditis elegans Protein F18A11.5, isoform b. [Source:RefSeq mRNA;Acc:NM_001267432]"
8934,1091.19604,1690.776365,0.63371199,0.559511999,"I",8095735,8098361,0,"F18C12.3","Caenorhabditis elegans Protein F18C12.3 (F18C12.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_059823]"
8935,0.974372597,1.068991255,0.07804151,1,"I",8060838,8061788,0,"F18C12.4","Caenorhabditis elegans Protein F18C12.4 (F18C12.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026225]"
8936,3264.281294,2438.03288,-0.420486867,1,"V",12757683,12759743,0,"F18E2.1","Caenorhabditis elegans Protein F18E2.1, isoform a. [Source:RefSeq mRNA;Acc:NM_001269523]"
8937,4.396420076,8.06924307,0.803712917,0.700747818,"V",12769251,12770828,0,"srt-43","Caenorhabditis elegans Protein SRT-43 (srt-43) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_073793]"
8938,0,0.271521646,2.72153341,0.643098228,"V",12773505,12773934,0,NA,NA
8939,512.1350043,381.1924826,-0.428748477,1,"X",13519593,13521330,0,"F18H3.1","Caenorhabditis elegans Protein F18H3.1 (F18H3.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077857]"
8940,1335.848375,1191.23212,-0.16402322,1,"X",13529032,13531452,0,"F18H3.4","Caenorhabditis elegans Protein F18H3.4 (F18H3.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077860]"
8944,1108.938139,2441.501954,1.138547661,0.120892664,"V",20162792,20163324,0,"F19B2.5","Caenorhabditis elegans Protein F19B2.5 (F19B2.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075485]"
8945,76.11560957,226.5356016,1.569279145,0.000110398,"V",20158495,20161469,0,"F19B2.6","Caenorhabditis elegans Protein F19B2.6 (F19B2.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075484]"
8946,5.49292981,3.072087684,-0.751757129,0.785632454,"V",20153260,20155411,0,"F19B2.7","Caenorhabditis elegans Protein F19B2.7 (F19B2.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075483]"
8947,0.316178068,0,-3.387069112,0.549028337,"V",20183812,20186648,0,"srz-16","Caenorhabditis elegans Protein SRZ-16 (srz-16) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075490]"
8948,15924.30195,7738.848515,-1.04121865,0.000134541,"IV",12331559,12334577,0,"F19B6.1","Caenorhabditis elegans Protein F19B6.1, isoform d. [Source:RefSeq mRNA;Acc:NM_001268711]"
8949,5.209176226,7.59853006,0.556147722,0.940079525,"IV",12327338,12328489,0,"F19B6.3","Caenorhabditis elegans Protein F19B6.3 (F19B6.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069946]"
8950,1.499140679,16.71351149,3.499309492,0.001988049,"IV",12337624,12340395,0,"wht-5","Caenorhabditis elegans Protein WHT-5 (wht-5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069951]"
8951,443.6767145,522.5475374,0.235973387,1,"X",10000881,10004841,0,"F19C6.2","Caenorhabditis elegans Protein F19C6.2, isoform b (F19C6.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077277]"
8952,0.342016461,8.193895544,4.488308128,0.017547126,"X",10005818,10008697,0,"F19C6.3","Caenorhabditis elegans Protein F19C6.3 (F19C6.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077278]"
8953,84.50907855,112.961868,0.430995111,1,"X",10015032,10017614,0,"F19C6.4","Caenorhabditis elegans Protein F19C6.4, isoform b (F19C6.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001129663]"
8954,175.3595194,97.33736504,-0.844820732,0.180139193,"X",9982497,9984816,0,"F19C6.5","Caenorhabditis elegans Protein F19C6.5 (F19C6.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077274]"
8955,76.7300903,94.15933348,0.299270837,1,"X",13834359,13836454,0,"F19D8.2","Caenorhabditis elegans Protein F19D8.2 (F19D8.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077905]"
8956,157.5221823,276.3475577,0.803750927,0.273710506,"X",12389727,12391404,0,"nekl-3","Caenorhabditis elegans Protein NEKL-3 (nekl-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077679]"
8957,42.6289616,52.55561911,0.322638933,1,"X",12374467,12375852,0,"glb-13","Caenorhabditis elegans Protein GLB-13 (glb-13) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077678]"
8958,6.389787229,84.05674315,3.800713214,1.91e-11,"X",12368384,12371353,0,"F19H6.3","Caenorhabditis elegans Protein F19H6.3 (F19H6.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077677]"
8959,1249.862929,1440.651199,0.20693587,1,"X",12365620,12367047,0,"F19H6.4","Caenorhabditis elegans Protein F19H6.4 (F19H6.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077676]"
8960,5.183337833,6.246620272,0.273363837,1,"X",12363647,12364689,0,"F19H6.5","Caenorhabditis elegans Protein F19H6.5 (F19H6.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077675]"
8961,0,4.15817427,6.649526229,0.030565855,"X",12362393,12363034,0,"F19H6.6","Caenorhabditis elegans Protein F19H6.6 (F19H6.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_077674]"
8962,1.84115714,4.526442376,1.293163079,0.450372965,"X",12377766,12378282,0,NA,NA
8963,168.4492358,141.3799758,-0.249182273,1,"II",14604131,14605543,0,"F19H8.2","Caenorhabditis elegans Protein F19H8.2 (F19H8.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064635]"
8964,84.21171335,271.6173614,1.684513042,7.81e-08,"II",14616061,14622073,0,"mltn-9","Caenorhabditis elegans Protein MLTN-9 (mltn-9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_064637]"
8965,32.08897798,445.780752,3.780800948,1.94e-07,"II",14623425,14626367,0,"mltn-10","Caenorhabditis elegans Protein MLTN-10 (mltn-10) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_001026928]"
8967,0.632356136,21.5779894,4.876596236,0.000139827,"IV",12168228,12169067,0,"F20B10.3","Caenorhabditis elegans Protein F20B10.3 (F20B10.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069910]"
8968,4116.256672,2573.065763,-0.678552697,0.29439613,"IV",8753374,8754799,0,"F20C5.3","Caenorhabditis elegans Protein F20C5.3, isoform b. [Source:RefSeq mRNA;Acc:NM_001268397]"
8969,51.97150006,78.23991059,0.572264102,0.820106293,"IV",8764867,8767293,0,"F20C5.4","Caenorhabditis elegans Protein F20C5.4 (F20C5.4) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069110]"
8970,1.000210989,14.19178794,3.703254354,0.001906764,"IV",8767872,8769626,0,"F20C5.5","Caenorhabditis elegans Protein F20C5.5 (F20C5.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069111]"
8971,200.138784,211.9361064,0.09234632,1,"IV",8771941,8773172,0,"F20C5.6","Caenorhabditis elegans Protein F20C5.6 (F20C5.6) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_069112]"
8973,1305.361905,1343.911239,0.042396303,1,"X",14969209,14970182,0,"F20D1.1","Caenorhabditis elegans Protein F20D1.1 (F20D1.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078083]"
8974,1540.015314,1602.375221,0.058414945,1,"X",14970690,14974462,0,"tbc-1","Caenorhabditis elegans Protein TBC-1 (tbc-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078084]"
8975,4283.933517,5145.84552,0.26403268,1,"X",14976048,14978484,0,"F20D1.3","Caenorhabditis elegans Protein F20D1.3 (F20D1.3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078085]"
8976,3736.340712,2198.704509,-0.765789118,0.105103336,"X",14982070,14982734,0,"plp-2","Caenorhabditis elegans Protein PLP-2 (plp-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078088]"
8977,1.182962611,9.01985737,3.007500374,0.026501835,"X",14987392,14991248,0,"iglr-1","Caenorhabditis elegans Protein IGLR-1 (iglr-1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078090]"
8978,23.67619016,36.06804172,0.608019417,0.774507442,"X",14994873,14998914,0,"cutl-3","Caenorhabditis elegans Protein CUTL-3 (cutl-3) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078091]"
8979,2414.513866,2031.196835,-0.249894377,1,"X",15002156,15003762,0,"F20D1.9","Caenorhabditis elegans Protein F20D1.9 (F20D1.9) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078092]"
8980,237.1001816,271.0393236,0.186034119,1,"X",14979620,14979941,0,"tag-299","Caenorhabditis elegans Protein TAG-299 (tag-299) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_078086]"
8982,0,0.265823203,2.698172528,0.646847546,"V",17436960,17438392,0,"srsx-2","Caenorhabditis elegans Protein SRSX-2 (srsx-2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075009]"
8983,1.157124219,0.32559332,-1.924935417,0.530172945,"V",17460788,17462407,0,"F20E11.5","Caenorhabditis elegans Protein F20E11.5 (F20E11.5) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075019]"
8984,1.000210989,0.271521646,-1.895257249,0.578172858,"V",17464553,17466705,0,"F20E11.7","Caenorhabditis elegans Protein F20E11.7 (F20E11.7) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_075020]"
8985,24.0698834,102.2205516,2.08303139,3.55e-07,"V",13752322,13753551,0,"F20G2.1","Caenorhabditis elegans Protein F20G2.1 (F20G2.1) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074005]"
8986,2186.642217,1732.720679,-0.336693816,1,"V",13755035,13756380,0,"F20G2.2","Caenorhabditis elegans Protein F20G2.2 (F20G2.2) mRNA, complete cds. [Source:RefSeq mRNA;Acc:NM_074006]"
8987,161.928411,171.7345973,0.082064201,1,"V",13766019,13768408,0,"F20G2.3","Caenorhabditis elegans Protein F20G2.3, isoform a. [Source:RefSeq mRNA;Acc:NM_074007]"
